,id,acousticness,danceability,energy,instrumentalness,liveness,loudness,mode,speechiness,tempo,valence
43,57JVGBtBLCfHw2muk5416J,0.112,0.933,0.528,0.329,0.163,0.8921333333333333,0.0,0.162,0.549875,0.756
44,5UwbnHhjnbinJH8TefuQfN,0.411,0.757,0.868,0.00221,0.355,0.8445666666666667,1.0,0.062,0.694615,0.815
45,5AoZknxgY6F25gAcVahO41,0.48,0.668,0.447,2.89e-06,0.153,0.8146,1.0,0.0312,0.407075,0.588
46,3qiyyUfYe7CRYLucrPmulD,0.313,0.489,0.724,0.185,0.287,0.8605499999999999,1.0,0.0352,0.58646,0.15
47,6txWz9UapYHVxEd7dDIHXT,0.619,0.389,0.476,5.09e-05,0.255,0.8443,1.0,0.0316,0.7405849999999999,0.566
48,0QeI79sp1vS8L3JgpEO7mD,0.0192,0.309,0.93,0.0022,0.106,0.89335,1.0,0.125,0.979075,0.376
49,0vFOzaXqZHahrZp6enQwQb,0.024,0.468,0.536,0.00199,0.269,0.8263,0.0,0.144,0.63128,0.785
50,6cFZ4PLC19taNlpl9pbGMf,0.19,0.497,0.693,0.0,0.215,0.8829333333333333,1.0,0.0565,0.557695,0.358
51,0vOkmmJEtjuFZDzrQSFzEE,0.117,0.741,0.58,3.31e-05,0.212,0.8491666666666666,1.0,0.0304,0.63701,0.944
52,3dmqIB2Qxe2XZobw9gXxJ6,0.0272,0.464,0.655,1.34e-06,0.328,0.8490333333333333,0.0,0.0608,0.847575,0.531
53,0upLyFR8Rr52ZpMp5esQoq,0.0223,0.454,0.946,0.0,0.173,0.9003666666666666,0.0,0.13,0.6909000000000001,0.647
54,39shmbIHICJ2Wxnk1fPSdz,0.0804,0.743,0.836,0.0,0.384,0.89225,1.0,0.116,0.566875,0.82
55,6FsQrRpBLgsrFeAeiQqytm,0.157,0.729,0.818,0.284,0.195,0.8334666666666667,1.0,0.0732,0.62907,0.906
56,31AOj9sFz2gM0O3hMARRBx,0.179,0.666,0.855,1.2e-06,0.0987,0.9158166666666667,0.0,0.0295,0.628195,0.803
57,6ORqU0bHbVCRjXm9AjyHyZ,0.183,0.475,0.432,0.0,0.161,0.8692666666666666,1.0,0.0302,0.47302500000000003,0.648
58,0nFKHCf1Ibij8m370l2KlZ,0.0731,0.631,0.689,0.000357,0.102,0.8607,1.0,0.0284,0.538335,0.645
59,2374M0fQpWi3dLnB54qaLX,0.257,0.671,0.373,8.01e-05,0.0481,0.6989333333333334,1.0,0.0323,0.46359,0.732
